115 000 DH,Année-Modèle:2015,Kilométrage:150 000 - 159 999,Type de carburant:Diesel,Marque:Citroen,Modèle:C4,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Rabat,Numéro vérifié 
45 000 DH,Année-Modèle:2000,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Mitsubishi,Modèle:pajero,Puissance fiscale:11 CV,Secteur:route_dourika,"Type:Voitures, Offre", Marrakech
85 000 DH,Année-Modèle:2016,Kilométrage:40 000 - 44 999,Type de carburant:Essence,Marque:Hyundai,Modèle:i 10,Puissance fiscale:-,Secteur:inara,"Type:Voitures, Offre", Marrakech
73 000 DH,Année-Modèle:2006,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:307,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Rabat
130 000 DH,Année-Modèle:2013,Kilométrage:170 000 - 179 999,Type de carburant:Diesel,Marque:Audi,Modèle:A4,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Rabat
172 000 DH,Année-Modèle:2017,Kilométrage:35 000 - 39 999,Type de carburant:Diesel,Marque:Renault,Modèle:Megane,Puissance fiscale:6 CV,Secteur:ain_borja,"Type:Voitures, Offre", Casablanca
183 000 DH,Année-Modèle:2014,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:GOLF 7,Puissance fiscale:6 CV,Secteur:iberie,"Type:Voitures, Offre", Tanger
2 700 DH,Année-Modèle:2013,Kilométrage:150 000 - 159 999,Type de carburant:Diesel,Marque:Ford,Modèle:C-Max,Puissance fiscale:-,-,"Type:Voitures, Offre", Meknès
6 500 DH,Année-Modèle:2014,Kilométrage:25 000 - 29 999,Type de carburant:Diesel,Marque:Fiat,Modèle:Doblo,Puissance fiscale:5 CV,-,"Type:Voitures, Offre", Béni Mellal,Numéro vérifié 
117 000 DH,Année-Modèle:2011,Kilométrage:190 000 - 199 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:308,Puissance fiscale:-,-,"Type:Voitures, Offre", Meknès
24 999 DH,Année-Modèle:1990,Kilométrage:300 000 - 349 999,Type de carburant:Essence,Marque:Renault,Modèle:SUPER 5,Puissance fiscale:-,Secteur:toute_la_ville,"Type:Voitures, Offre", Taza
45 000 DH,Année-Modèle:2008,Kilométrage:35 000 - 39 999,Type de carburant:Diesel,Marque:Renault,Modèle:Kangoo,Puissance fiscale:6 CV,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
157 000 DH,Année-Modèle:2014,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Mitsubishi,Modèle:pajero sport,Puissance fiscale:10 CV,Secteur:oulfa,"Type:Voitures, Offre", Casablanca
44 000 DH,Année-Modèle:2005,Kilométrage:65 000 - 69 999,Type de carburant:Diesel,Marque:Ssangyong,Modèle:Rexton,Puissance fiscale:12 CV,Secteur:bourgogne,"Type:Voitures, Offre", Casablanca
82 000 DH,Année-Modèle:2016,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Fiat,Modèle:Punto,Puissance fiscale:5 CV,Secteur:el_houda,"Type:Voitures, Offre", Agadir
83 000 DH,Année-Modèle:2016,Kilométrage:100 000 - 109 999,Type de carburant:Essence,Marque:Dacia,Modèle:Logan,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Rabat
29 000 DH,Année-Modèle:1989,Kilométrage:45 000 - 49 999,Type de carburant:Essence,Marque:Volkswagen,Modèle:GOLF 2,Puissance fiscale:-,-,"Type:Voitures, Offre", Nador
139 000 DH,Année-Modèle:2014,Kilométrage:40 000 - 44 999,Type de carburant:Diesel,Marque:Toyota,Modèle:Corolla,Puissance fiscale:5 CV,Secteur:yacoub_el_mansour,"Type:Voitures, Offre", Rabat,Numéro vérifié 
439 000 DH,Année-Modèle:2014,Kilométrage:60 000 - 64 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:Classe C,Puissance fiscale:9 CV,Secteur:les_cretes,"Type:Voitures, Offre", Mohammedia
55 000 DH,Année-Modèle:2008,Kilométrage:120 000 - 129 999,Type de carburant:Essence,Marque:Kia,Modèle:Picanto,Puissance fiscale:-,Secteur:saniat_rmal,"Type:Voitures, Offre", Tétouan
80 000 DH,Année-Modèle:2009,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Kia,Modèle:C'eed,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Casablanca
105 000 DH,Année-Modèle:2011,Kilométrage:250 000 - 299 999,Type de carburant:Diesel,Marque:Citroen,Modèle:Berlingo,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Agadir
55 000 DH,Année-Modèle:2005,Kilométrage:20 000 - 24 999,Type de carburant:Diesel,Marque:Mitsubishi,Modèle:L200,Puissance fiscale:10 CV,Secteur:toute_la_ville,"Type:Voitures, Offre", Guelmim
130 000 DH,Année-Modèle:2017,Kilométrage:60 000 - 64 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Duster,Puissance fiscale:6 CV,Secteur:les_portes_de_marrakech,"Type:Voitures, Offre", Marrakech
158 000 DH,Année-Modèle:2016,Kilométrage:40 000 - 44 999,Type de carburant:Diesel,Marque:Nissan,Modèle:Juke,Puissance fiscale:6 CV,Secteur:centre_ville,"Type:Voitures, Offre", Tétouan,Numéro vérifié 
100 000 DH,Année-Modèle:2014,Kilométrage:90 000 - 94 999,Type de carburant:Diesel,Marque:Fiat,Modèle:500,Puissance fiscale:5 CV,Secteur:centre_ville,"Type:Voitures, Offre", Tétouan,Numéro vérifié 
27 000 DH,Année-Modèle:1987,Kilométrage:190 000 - 199 999,Type de carburant:Essence,Marque:Peugeot,Modèle:309,Puissance fiscale:7 CV,Secteur:hassan,"Type:Voitures, Offre", Rabat
42 000 DH,Année-Modèle:2008,Kilométrage:140 000 - 149 999,Type de carburant:Essence,Marque:Chevrolet,Modèle:Optra,Puissance fiscale:-,Secteur:hassan,"Type:Voitures, Offre", Rabat
165 000 DH,Année-Modèle:2009,Kilométrage:130 000 - 139 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:Classe C,Puissance fiscale:9 CV,Secteur:centre_ville,"Type:Voitures, Offre", Tétouan,Numéro vérifié 
70 000 DH,Année-Modèle:2012,Kilométrage:130 000 - 139 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:206+,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Rabat
127 000 DH,Année-Modèle:2010,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:BMW,Modèle:Serie 1,Puissance fiscale:-,-,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
75 000 DH,Année-Modèle:2007,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Suzuki,Modèle:Grand Vitara,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Zagora
54 000 DH,Année-Modèle:2008,Kilométrage:0 - 4 999,Type de carburant:Diesel,Marque:Citroen,Modèle:Berlingo,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Fès,Numéro vérifié 
14 500 DH,Année-Modèle:1989,Kilométrage:5 000 - 9 999,Type de carburant:Essence,Marque:Renault,Modèle:R4,Puissance fiscale:-,-,"Type:Voitures, Offre", Tanger
102 000 DH,Année-Modèle:2017,Kilométrage:70 000 - 74 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Dokker,Puissance fiscale:6 CV,Secteur:les_portes_de_marrakech,"Type:Voitures, Offre", Marrakech
150 000 DH,Année-Modèle:2014,Kilométrage:250 000 - 299 999,Type de carburant:Diesel,Marque:Isuzu,Modèle:D-MAX,Puissance fiscale:-,-,"Type:Voitures, Offre", Casablanca
107 000 DH,Année-Modèle:2003,Kilométrage:300 000 - 349 999,Type de carburant:Diesel,Marque:Mitsubishi,Modèle:L200,Puissance fiscale:10 CV,-,"Type:Voitures, Offre", Agadir,Numéro vérifié 
80 000 DH,Année-Modèle:2014,Kilométrage:20 000 - 24 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Dokker,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Kénitra,Numéro vérifié 
50 000 DH,Année-Modèle:1997,Kilométrage:40 000 - 44 999,Type de carburant:Diesel,Marque:Renault,Modèle:EXPRESS,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Tinghir
160 000 DH,Année-Modèle:2009,Kilométrage:180 000 - 189 999,Type de carburant:Diesel,Marque:Audi,Modèle:A5,Puissance fiscale:11 CV,-,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
19 000 DH,Année-Modèle:1994,Kilométrage:200 000 - 249 999,Type de carburant:Essence,Marque:Hyundai,Modèle:Coupe,Puissance fiscale:8 CV,Secteur:allal_el_fassi,"Type:Voitures, Offre", Marrakech
47 000 DH,Année-Modèle:2004,Kilométrage:250 000 - 299 999,Type de carburant:Diesel,Marque:Citroen,Modèle:XSARA,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Souk El Arbaa,Numéro vérifié 
90 000 DH,Année-Modèle:2013,Kilométrage:140 000 - 149 999,Type de carburant:Diesel,Marque:Renault,Modèle:Scenic,Puissance fiscale:-,-,"Type:Voitures, Offre", Oujda
55 000 DH,Année-Modèle:2012,Kilométrage:170 000 - 179 999,Type de carburant:Essence,Marque:Renault,Modèle:Clio,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Tanger
135 000 DH,Année-Modèle:2010,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:Santa Fe,Puissance fiscale:-,Secteur:maarif,"Type:Voitures, Offre", Casablanca
30 000 DH,Année-Modèle:-,Kilométrage:-,Type de carburant:-,Marque:-,Modèle:-,Puissance fiscale:-,-,"Type:Voitures, Offre", Rabat
6 500 DH,Année-Modèle:2014,Kilométrage:25 000 - 29 999,Type de carburant:Diesel,Marque:Fiat,Modèle:Doblo,Puissance fiscale:5 CV,-,"Type:Voitures, Offre", Béni Mellal,Numéro vérifié 
45 000 DH,Année-Modèle:2006,Kilométrage:130 000 - 139 999,Type de carburant:Essence,Marque:Kia,Modèle:Picanto,Puissance fiscale:-,Secteur:ville_nouvelle,"Type:Voitures, Offre", Meknès
154 000 DH,Année-Modèle:2011,Kilométrage:170 000 - 179 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Passat,Puissance fiscale:-,-,"Type:Voitures, Offre", Oujda
115 000 DH,Année-Modèle:2010,Kilométrage:120 000 - 129 999,Type de carburant:Diesel,Marque:Seat,Modèle:Ibiza,Puissance fiscale:-,Secteur:toute_la_ville,"Type:Voitures, Offre", Salé
55 000 DH,Année-Modèle:2004,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:206,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Mohammedia
130 000 DH,Année-Modèle:2015,Kilométrage:75 000 - 79 999,Type de carburant:Diesel,Marque:Renault,Modèle:Megane,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Meknès
215 000 DH,Année-Modèle:2012,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:Classe C,Puissance fiscale:9 CV,Secteur:hassan,"Type:Voitures, Offre", Rabat
77 000 DH,Année-Modèle:2013,Kilométrage:90 000 - 94 999,Type de carburant:Diesel,Marque:Fiat,Modèle:Doblo,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Salé,Numéro vérifié 
135 000 DH,Année-Modèle:2017,Kilométrage:15 000 - 19 999,Type de carburant:Diesel,Marque:Citroen,Modèle:C3,Puissance fiscale:-,Secteur:gueliz,"Type:Voitures, Offre", Marrakech
130 000 DH,Année-Modèle:2007,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:Santa Fe,Puissance fiscale:-,Secteur:mhamid,"Type:Voitures, Offre", Marrakech
84 000 DH,Année-Modèle:2008,Kilométrage:30 000 - 34 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:308,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Casablanca
117 000 DH,Année-Modèle:2016,Kilométrage:90 000 - 94 999,Type de carburant:Diesel,Marque:Renault,Modèle:Kangoo,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
55 000 DH,Année-Modèle:2011,Kilométrage:120 000 - 129 999,Type de carburant:Diesel,Marque:Renault,Modèle:Kangoo,Puissance fiscale:7 CV,Secteur:el_matar,"Type:Voitures, Offre", Tétouan,Numéro vérifié 
56 000 DH,Année-Modèle:2012,Kilométrage:140 000 - 149 999,Type de carburant:Essence,Marque:Hyundai,Modèle:i 10,Puissance fiscale:-,-,"Type:Voitures, Offre", Tétouan
25 000 DH,Année-Modèle:1999,Kilométrage:130 000 - 139 999,Type de carburant:Essence,Marque:Fiat,Modèle:Palio,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
125 000 DH,Année-Modèle:2010,Kilométrage:180 000 - 189 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:GOLF 6,Puissance fiscale:6 CV,Secteur:centre_ville,"Type:Voitures, Offre", Marrakech
93 000 DH,Année-Modèle:2002,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:220,Puissance fiscale:9 CV,-,"Type:Voitures, Offre", Taza,Numéro vérifié 
80 000 DH,Année-Modèle:2009,Kilométrage:130 000 - 139 999,Type de carburant:Essence,Marque:mini,Modèle:one,Puissance fiscale:9 CV,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
145 000 DH,Année-Modèle:2010,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Audi,Modèle:A4,Puissance fiscale:8 CV,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
115 000 DH,Année-Modèle:2011,Kilométrage:190 000 - 199 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Passat,Puissance fiscale:8 CV,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
63 000 DH,Année-Modèle:2007,Kilométrage:180 000 - 189 999,Type de carburant:Diesel,Marque:Ford,Modèle:Fusion,Puissance fiscale:-,Secteur:autre_secteur,"Type:Voitures, Offre", Rabat
98 000 DH,Année-Modèle:2013,Kilométrage:90 000 - 94 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:Accent,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Errachidia,Numéro vérifié 
55 000 DH,Année-Modèle:1995,Kilométrage:250 000 - 299 999,Type de carburant:Diesel,Marque:Renault,Modèle:19,Puissance fiscale:-,Secteur:route_ain_chkaf,"Type:Voitures, Offre", Fès
320 000 DH,Année-Modèle:2017,Kilométrage:30 000 - 34 999,Type de carburant:Diesel,Marque:BMW,Modèle:Serie 4,Puissance fiscale:-,Secteur:hay_riad,"Type:Voitures, Offre", Rabat
35 000 DH,Année-Modèle:1995,Kilométrage:300 000 - 349 999,Type de carburant:Diesel,Marque:Renault,Modèle:Clio,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Temara,Numéro vérifié 
85 000 DH,Année-Modèle:2013,Kilométrage:140 000 - 149 999,Type de carburant:Essence,Marque:Volkswagen,Modèle:Polo,Puissance fiscale:-,-,"Type:Voitures, Offre", Tétouan
190 000 DH,Année-Modèle:2010,Kilométrage:150 000 - 159 999,Type de carburant:Diesel,Marque:Audi,Modèle:A3,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Tétouan,Numéro vérifié 
53 000 DH,Année-Modèle:2000,Kilométrage:170 000 - 179 999,Type de carburant:Diesel,Marque:Renault,Modèle:Megane,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Temara
42 000 DH,Année-Modèle:2002,Kilométrage:5 000 - 9 999,Type de carburant:Essence,Marque:Renault,Modèle:Laguna,Puissance fiscale:-,Secteur:hay_el_qods,"Type:Voitures, Offre", Oujda
358 000 DH,Année-Modèle:2015,Kilométrage:45 000 - 49 999,Type de carburant:Diesel,Marque:BMW,Modèle:Serie 4,Puissance fiscale:8 CV,Secteur:maarif,"Type:Voitures, Offre", Casablanca
32 000 DH,Année-Modèle:2002,Kilométrage:25 000 - 29 999,Type de carburant:Essence,Marque:Fiat,Modèle:Siena,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Meknès
47 000 DH,Année-Modèle:2004,Kilométrage:250 000 - 299 999,Type de carburant:Diesel,Marque:Citroen,Modèle:XSARA,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Souk El Arbaa,Numéro vérifié 
37 000 DH,Année-Modèle:1989,Kilométrage:5 000 - 9 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:506,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Marrakech,Numéro vérifié 
120 000 DH,Année-Modèle:2011,Kilométrage:180 000 - 189 999,Type de carburant:Diesel,Marque:Alfa Romeo,Modèle:Giulietta,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Casablanca
160 000 DH,Année-Modèle:2016,Kilométrage:55 000 - 59 999,Type de carburant:Diesel,Marque:Ford,Modèle:Focus,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
85 000 DH,Année-Modèle:2015,Kilométrage:0 - 4 999,Type de carburant:Essence,Marque:Chevrolet,Modèle:Cruze,Puissance fiscale:-,Secteur:bin_lkchali,"Type:Voitures, Offre", Marrakech
42 000 DH,Année-Modèle:2001,Kilométrage:45 000 - 49 999,Type de carburant:Essence,Marque:Honda,Modèle:Civic,Puissance fiscale:-,Secteur:sidi_bernoussi,"Type:Voitures, Offre", Casablanca
169 000 DH,Année-Modèle:2016,Kilométrage:35 000 - 39 999,Type de carburant:Diesel,Marque:Citroen,Modèle:C4 Picasso,Puissance fiscale:6 CV,Secteur:ain_sebaa,"Type:Voitures, Offre", Casablanca
53 000 DH,Année-Modèle:2010,Kilométrage:190 000 - 199 999,Type de carburant:Essence,Marque:Hyundai,Modèle:i 10,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
93 000 DH,Année-Modèle:2002,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:Classe C,Puissance fiscale:9 CV,Secteur:saada,"Type:Voitures, Offre", El Jadida
113 000 DH,Année-Modèle:2011,Kilométrage:130 000 - 139 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:508,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Casablanca
124 000 DH,Année-Modèle:2016,Kilométrage:90 000 - 94 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:Accent,Puissance fiscale:6 CV,Secteur:ain_sebaa,"Type:Voitures, Offre", Casablanca
145 000 DH,Année-Modèle:2014,Kilométrage:95 000 - 99 999,Type de carburant:Diesel,Marque:Citroen,Modèle:C4 Picasso,Puissance fiscale:6 CV,Secteur:ain_diab,"Type:Voitures, Offre", Casablanca
42 000 DH,Année-Modèle:2008,Kilométrage:100 000 - 109 999,Type de carburant:Essence,Marque:Fiat,Modèle:Palio,Puissance fiscale:-,-,"Type:Voitures, Offre", Casablanca
30 000 DH,Année-Modèle:1998,Kilométrage:200 000 - 249 999,Type de carburant:Essence,Marque:BMW,Modèle:Serie 5,Puissance fiscale:14 CV,-,"Type:Voitures, Offre", Oujda,Numéro vérifié 
77 000 DH,Année-Modèle:2011,Kilométrage:0 - 4 999,Type de carburant:Diesel,Marque:Citroen,Modèle:Berlingo,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Meknès
25 000 DH,Année-Modèle:1994,Kilométrage:50 000 - 54 999,Type de carburant:Essence,Marque:Renault,Modèle:R19,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Oujda,Numéro vérifié 
120 000 DH,Année-Modèle:2013,Kilométrage:95 000 - 99 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Duster,Puissance fiscale:-,-,"Type:Voitures, Offre", Rabat
185 000 DH,Année-Modèle:2013,Kilométrage:90 000 - 94 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:Classe B,Puissance fiscale:8 CV,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
220 000 DH,Année-Modèle:2013,Kilométrage:140 000 - 149 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:PASSAT CC,Puissance fiscale:8 CV,Secteur:hay_dakhla,"Type:Voitures, Offre", Agadir
50 000 DH,Année-Modèle:2010,Kilométrage:110 000 - 119 999,Type de carburant:Essence,Marque:Suzuki,Modèle:Celerio,Puissance fiscale:-,Secteur:hay_al_wafaa,"Type:Voitures, Offre", Agadir
82 000 DH,Année-Modèle:2009,Kilométrage:250 000 - 299 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Jetta,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Marrakech
110 000 DH,Année-Modèle:2015,Kilométrage:170 000 - 179 999,Type de carburant:Diesel,Marque:Citroen,Modèle:Berlingo,Puissance fiscale:-,Secteur:al_fida,"Type:Voitures, Offre", Casablanca
99 000 DH,Année-Modèle:2017,Kilométrage:20 000 - 24 999,Type de carburant:Essence,Marque:Renault,Modèle:Clio,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Fès
61 000 DH,Année-Modèle:2013,Kilométrage:90 000 - 94 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:Bipper,Puissance fiscale:6 CV,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
53 000 DH,Année-Modèle:2009,Kilométrage:170 000 - 179 999,Type de carburant:Essence,Marque:Renault,Modèle:Clio,Puissance fiscale:-,Secteur:val_fleuri,"Type:Voitures, Offre", Tanger
58 000 DH,Année-Modèle:2002,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:GOLF 4,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Essaouira
32 000 DH,Année-Modèle:1995,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Renault,Modèle:R19,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Temara
61 000 DH,Année-Modèle:2013,Kilométrage:95 000 - 99 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:Bipper,Puissance fiscale:6 CV,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
165 000 DH,Année-Modèle:2016,Kilométrage:130 000 - 139 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Touran,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Fès
98 000 DH,Année-Modèle:2006,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Touareg,Puissance fiscale:12 CV,-,"Type:Voitures, Offre", Fès,Numéro vérifié 
20 000 DH,Année-Modèle:1991,Kilométrage:30 000 - 34 999,Type de carburant:Essence,Marque:Fiat,Modèle:Uno,Puissance fiscale:6 CV,Secteur:ziatene,"Type:Voitures, Offre", Tanger
80 000 DH,Année-Modèle:2003,Kilométrage:450 000 - 499 999,Type de carburant:Diesel,Marque:Mazda,Modèle:BT-50,Puissance fiscale:10 CV,Secteur:toute_la_ville,"Type:Voitures, Offre", Taroudant
480 000 DH,Année-Modèle:2016,Kilométrage:75 000 - 79 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:Classe E,Puissance fiscale:9 CV,Secteur:hay_el_fath,"Type:Voitures, Offre", Rabat
65 000 DH,Année-Modèle:2008,Kilométrage:0 - 4 999,Type de carburant:Diesel,Marque:Kia,Modèle:Carens,Puissance fiscale:-,Secteur:val_fleuri,"Type:Voitures, Offre", Tanger
155 000 DH,Année-Modèle:2012,Kilométrage:120 000 - 129 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:ix 35,Puissance fiscale:-,-,"Type:Voitures, Offre", Fès
58 000 DH,Année-Modèle:2007,Kilométrage:150 000 - 159 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Logan,Puissance fiscale:-,Secteur:autre_secteur,"Type:Voitures, Offre", Meknès
13 000 DH,Année-Modèle:1991,Kilométrage:25 000 - 29 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:210,Puissance fiscale:10 CV,-,"Type:Voitures, Offre", Salé,Numéro vérifié 
76 000 DH,Année-Modèle:2012,Kilométrage:85 000 - 89 999,Type de carburant:Essence,Marque:Renault,Modèle:Clio,Puissance fiscale:6 CV,Secteur:hay_dakhla,"Type:Voitures, Offre", Agadir
75 000 DH,Année-Modèle:2008,Kilométrage:15 000 - 19 999,Type de carburant:Diesel,Marque:Citroen,Modèle:Berlingo,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Agadir
106 000 DH,Année-Modèle:2015,Kilométrage:75 000 - 79 999,Type de carburant:Diesel,Marque:Ford,Modèle:Fiesta,Puissance fiscale:6 CV,Secteur:hay_dakhla,"Type:Voitures, Offre", Agadir
105 000 DH,Année-Modèle:2017,Kilométrage:30 000 - 34 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:208,Puissance fiscale:-,Secteur:gauthier,"Type:Voitures, Offre", Casablanca
18 000 DH,Année-Modèle:1985,Kilométrage:190 000 - 199 999,Type de carburant:Diesel,Marque:Fiat,Modèle:Uno,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Rabat,Numéro vérifié 
27 000 DH,Année-Modèle:1999,Kilométrage:25 000 - 29 999,Type de carburant:Essence,Marque:Mitsubishi,Modèle:lancer,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
460 000 DH,Année-Modèle:2019,Kilométrage:5 000 - 9 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:Santa Fe,Puissance fiscale:-,-,"Type:Voitures, Offre", Casablanca
160 000 DH,Année-Modèle:2009,Kilométrage:180 000 - 189 999,Type de carburant:Diesel,Marque:Audi,Modèle:A4,Puissance fiscale:-,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
58 000 DH,Année-Modèle:2011,Kilométrage:100 000 - 109 999,Type de carburant:Essence,Marque:Peugeot,Modèle:206+,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Mohammedia
93 000 DH,Année-Modèle:2016,Kilométrage:70 000 - 74 999,Type de carburant:Essence,Marque:Ford,Modèle:Fiesta,Puissance fiscale:6 CV,Secteur:hay_dakhla,"Type:Voitures, Offre", Agadir
35 000 DH,Année-Modèle:1994,Kilométrage:130 000 - 139 999,Type de carburant:Diesel,Marque:Renault,Modèle:Clio,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Agadir,Numéro vérifié 
35 000 DH,Année-Modèle:1998,Kilométrage:15 000 - 19 999,Type de carburant:Essence,Marque:Mitsubishi,Modèle:lancer,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Meknès,Numéro vérifié 
56 000 DH,Année-Modèle:2007,Kilométrage:170 000 - 179 999,Type de carburant:Essence,Marque:Peugeot,Modèle:307,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Rabat,Numéro vérifié 
105 000 DH,Année-Modèle:2012,Kilométrage:110 000 - 119 999,Type de carburant:Diesel,Marque:Renault,Modèle:Megane,Puissance fiscale:6 CV,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
107 000 DH,Année-Modèle:2012,Kilométrage:120 000 - 129 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Duster,Puissance fiscale:6 CV,Secteur:bir_rami,"Type:Voitures, Offre", Kénitra,Numéro vérifié 
82 000 DH,Année-Modèle:2013,Kilométrage:95 000 - 99 999,Type de carburant:Diesel,Marque:Ford,Modèle:Fiesta,Puissance fiscale:6 CV,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
75 000 DH,Année-Modèle:1996,Kilométrage:350 000 - 399 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:220,Puissance fiscale:9 CV,Secteur:hay_riyad,"Type:Voitures, Offre", Safi
